-0.2801,-0.8191,0.50062
-0.20671,-0.97553,-0.074846
-0.019829,-0.96374,-0.26609
-0.056588,-0.99784,-0.033452
-0.067893,-0.99667,-0.045221
0.31051,-0.95034,0.021001
-0.12563,-0.99158,0.031322
-0.12839,-0.94858,0.28932
0.32674,-0.91688,0.22929
0.32203,-0.93703,-0.13513
-0.024624,-0.99631,0.082173
0.038226,-0.9818,-0.18602
0.1593,-0.97636,0.14611
-0.35515,-0.9211,0.15951
0.21854,-0.97583,0.00086101
0.13669,-0.98813,-0.070139
0.17736,-0.94916,0.26008
0.17696,-0.95874,0.2225
0.039611,-0.9962,-0.077593
-0.27292,-0.91822,-0.28704
0.045283,-0.99088,-0.12693
-0.20569,-0.96144,0.18256
0.062198,-0.87082,-0.48765
0.23002,-0.91814,-0.32266
-0.10849,-0.86633,-0.48755
0.080844,-0.97749,-0.1949
-0.00055646,-0.99807,0.06205
-0.31344,-0.94584,-0.084532
0.10752,-0.98462,0.13768
-0.23667,-0.96507,0.11239
0.02439,-0.99268,0.11826
-0.18255,-0.9782,-0.098975
-0.071784,-0.95933,-0.27302
-0.021078,-0.9992,-0.034058
0.12836,-0.90948,0.39543
0.16771,-0.98106,-0.096875
0.11891,-0.96367,-0.23916
-0.18543,-0.97305,-0.1371
0.14105,-0.9897,0.024359
-0.046341,-0.91937,0.39065
-0.22862,-0.92686,-0.29776
-0.26868,-0.96242,0.039622
0.048694,-0.99153,0.12042
0.37472,-0.90273,-0.21133
-0.0063345,-0.99644,-0.084064
-0.092215,-0.96052,-0.26249
0.37341,-0.9213,0.10852
-0.27248,-0.96178,-0.027073
0.18413,-0.98092,-0.06246
-0.13159,-0.99095,-0.026584
0.082145,-0.98975,-0.11683
0.1065,-0.96885,0.22356
-0.050935,-0.99865,0.0096939
-0.054259,-0.98333,0.17352
0.10833,-0.98135,0.15878
-0.31259,-0.86182,-0.39944
-0.1147,-0.99283,-0.033661
-0.18087,-0.98317,0.025597
-0.070615,-0.9972,0.024811
-0.088244,-0.96713,-0.23847
0.29052,-0.9115,0.29113
0.34276,-0.93859,0.039525
0.41413,-0.88119,-0.22804
0.43031,-0.88922,-0.15529
0.09996,-0.97884,0.17856
0.11944,-0.91947,0.37457
-0.24897,-0.96842,0.013483
0.13732,-0.99048,0.0091421
0.019172,-0.989,-0.14666
0.18023,-0.98126,0.068197
-0.17084,-0.97857,-0.11499
0.029875,-0.97453,0.22227
0.19874,-0.97436,-0.10549
-0.18631,-0.97783,0.095622
-0.048691,-0.99736,0.053922
0.22408,-0.85271,-0.47189
-0.038727,-0.86882,0.49361
0.23883,-0.94598,-0.21927
0.38958,-0.91998,-0.043207
-0.30041,-0.95208,0.057388
0.0053167,-0.97216,0.23424
0.021681,-0.9949,-0.098495
0.074548,-0.98868,-0.13023
0.0059051,-0.96277,0.27026
-0.29389,-0.95567,0.017977
-0.16585,-0.95942,0.22804
-0.19561,-0.97391,0.11508
-0.1064,-0.93222,0.34589
0.33037,-0.92212,-0.20136
0.00096247,-0.92563,-0.37842
0.070767,-0.97901,-0.19113
0.043303,-0.95464,-0.29461
-0.075032,-0.99283,-0.093086
-0.06843,-0.98376,-0.16593
0.14817,-0.96244,0.22751
-0.12743,-0.99124,0.034733
0.22831,-0.97094,0.071802
-0.22722,-0.94293,-0.24343
-0.21952,-0.97529,-0.024999
-0.12231,-0.99173,-0.038855
0.047502,-0.97659,0.20981
-0.052788,-0.99144,-0.1194
-0.04515,-0.9638,0.26277
-0.28833,-0.94033,-0.18065
-0.13345,-0.92081,0.36647
0.47897,-0.87777,-0.010163
-0.16031,-0.95899,0.23377
0.035276,-0.94113,0.33621
0.16327,-0.98409,-0.070052
-0.12576,-0.97424,0.18718
0.30429,-0.91046,0.28012
0.17548,-0.95204,-0.25066
0.16472,-0.97825,-0.12603
-0.27645,-0.95953,0.053622
0.21014,-0.88432,0.41692
-0.23735,-0.95132,0.19663
-0.075614,-0.99284,-0.092474
-0.29634,-0.89497,0.33349
-0.32222,-0.94117,-0.1019
0.010415,-0.99875,-0.048796
-0.21344,-0.96513,0.15155
-0.07976,-0.96864,0.23531
-0.039064,-0.99121,-0.12637
0.0099561,-0.92616,-0.37699
0.31322,-0.94632,0.079827
-0.11781,-0.98977,-0.080533
0.083602,-0.98189,-0.17001
0.16054,-0.97943,0.12223
0.1293,-0.98989,0.058371
0.094716,-0.99299,0.070691
-0.031498,-0.90122,0.43221
0.41015,-0.91095,0.044189
0.41446,-0.90969,0.02639
0.032932,-0.99783,0.057023
-0.34932,-0.93221,0.0946
-0.11171,-0.99198,-0.059074
-0.14205,-0.9762,0.16388
-0.14103,-0.98826,0.058686
-0.0049967,-0.99265,-0.12094
-0.049987,-0.98454,-0.16785
-0.15195,-0.98428,0.090073
-0.11694,-0.97351,-0.19646
-0.084077,-0.99639,-0.012146
-0.0059305,-0.99846,-0.055147
0.044231,-0.98877,-0.14277
0.044554,-0.9883,-0.14589
0.049197,-0.99743,-0.052125
-0.00014466,-0.95416,-0.29929
0.23146,-0.9717,-0.047223
0.27866,-0.95961,0.038704
-0.02921,-0.98524,-0.16868
-0.31049,-0.94588,-0.094344
-0.15566,-0.97518,0.15745
-0.064773,-0.98876,-0.13479
-0.21878,-0.9757,0.012165
0.21694,-0.95834,0.18582
-0.030589,-0.95148,-0.30619
0.36565,-0.92726,0.080515
0.27728,-0.95576,0.098175
-0.10209,-0.99175,0.077584
-0.2308,-0.93906,-0.25473
-0.22096,-0.95015,0.21998
-0.12766,-0.98183,0.14039
0.20095,-0.97882,0.039015
0.14207,-0.98326,-0.11408
0.11681,-0.99295,0.01996
-0.17194,-0.98275,-0.068092
0.18786,-0.93981,0.28543
-0.026057,-0.98169,-0.18869
0.08767,-0.97888,-0.18468
-0.37181,-0.91608,-0.15019
0.12064,-0.97672,0.1774
-0.19947,-0.97696,-0.075885
0.024941,-0.99962,0.012094
0.10991,-0.95494,0.27569
0.26367,-0.95934,0.10069
0.15419,-0.98752,0.031971
-0.17268,-0.98455,0.028951
0.026918,-0.96263,-0.26949
-0.27142,-0.95622,0.10941
0.27198,-0.96217,-0.016145
0.078036,-0.9904,-0.11407
-0.024998,-0.99961,0.01235
0.0060222,-0.99996,-0.0071273
-0.18922,-0.97379,0.12618
-0.21314,-0.96919,0.12343
0.051527,-0.95936,-0.27746
0.040296,-0.99195,0.12005
0.023721,-0.99545,-0.092292
-0.06489,-0.98951,0.12907
-0.16523,-0.91984,0.3558
-0.20604,-0.96072,0.18592
-0.039618,-0.9239,-0.38057
0.2198,-0.97512,0.028686
0.053653,-0.95123,-0.3038
-0.25475,-0.90996,0.32722
0.19055,-0.97844,-0.079632
0.15949,-0.96864,-0.19055
0.12146,-0.99015,0.069683
0.21487,-0.97515,-0.053945
0.0094375,-0.99977,-0.019265
0.28264,-0.95037,0.13004
-0.32748,-0.9426,0.065273
0.04639,-0.99574,-0.079671
-0.17979,-0.9699,0.16423
0.27138,-0.9419,-0.19792
0.091893,-0.97871,-0.18353
0.096138,-0.98599,-0.1363
0.18703,-0.98229,0.011475
-0.037452,-0.97557,0.21649
0.052459,-0.98601,-0.15819
0.22202,-0.97496,-0.01287
0.047859,-0.99876,0.013725
-0.086302,-0.99302,0.080438
-0.10533,-0.98984,-0.095509
-0.05044,-0.93743,-0.34449
-0.13237,-0.9695,0.20629
-0.12802,-0.9588,0.25358
0.040443,-0.99677,-0.069429
-0.20395,-0.97691,-0.063623
0.23717,-0.94399,-0.22944
0.2332,-0.82343,-0.51729
0.068114,-0.99177,-0.10841
-0.24312,-0.96992,-0.011946
0.067983,-0.99743,-0.02245
-0.077014,-0.9702,-0.22975
0.029024,-0.98938,-0.1424
0.027913,-0.99883,0.039366
-0.22533,-0.97421,-0.011558
-0.1877,-0.96199,-0.19836
0.0021235,-0.98637,0.16454
0.07229,-0.99236,-0.10001
0.028997,-0.99902,0.033372
0.11476,-0.99074,0.072522
0.1085,-0.99266,-0.05334
-0.047718,-0.99254,0.11216
-0.071354,-0.96384,0.25674
-0.20316,-0.97142,0.12276
0.24523,-0.96367,0.10584
-0.058313,-0.97647,0.20764
0.37171,-0.9271,-0.048089
0.035822,-0.99557,0.086942
0.05289,-0.99626,-0.06826
0.08891,-0.9944,-0.057067
-0.31613,-0.9481,0.034311
0.10267,-0.98119,0.16346
-0.15611,-0.98665,-0.046483
0.1851,-0.93636,-0.29829
0.007592,-0.99156,0.12942
0.056518,-0.98049,0.18826
0.073721,-0.99724,0.0085079
-0.13317,-0.99109,-0.00093953
-0.12842,-0.97171,0.19823
0.29796,-0.95456,-0.0056626
-0.58097,-0.80401,-0.12666
0.17389,-0.94106,-0.29011
-0.096709,-0.96733,0.23433
0.30464,-0.94539,-0.11587
0.16766,-0.97728,-0.12968
0.29078,-0.95266,0.088786
-0.010964,-0.99784,-0.064738
0.38122,-0.8522,0.35838
-0.12801,-0.98955,-0.066329
-0.00022385,-0.97648,0.21559
-0.030835,-0.99072,-0.13239
